Código,Município,UF,Arroz Inundado,Café,Cana-de-Açúcar Irrigada,"Outras Culturas em Pivôs Centrais (exceto arroz, café e cana)","Pivôs Centrais - Total (considerando sobreposição com arroz, café e cana)",Outras culturas e sistemas,Área Total Irrigada,Cana-de-Açúcar Fertirrigada,Área Total (Irrigada e Fertirrigada),Grupo Predominante no Município,Sistema Predominante no Município,AAI com água superficial em agricultura de sequeiro,AAI com água superficial em pastagem,AAI com água subterrânea,AAI - Potencial Total,AAI - Potencial Efetivo
3162252,São João da Lagoa,MG,0,0,0,32,32,107,139,0,139,Outras culturas e sistemas,Aspersão - Outros,48,"3,902",47,"3,997",13
3162302,São João da Mata,MG,0,0,0,0,0,154,154,0,154,Outras culturas e sistemas,Aspersão - Outros,"2,559",15,468,"3,043",0
3162401,São João da Ponte,MG,0,0,0,"1,914","1,914","1,292","3,206",0,"3,206",Pivôs centrais,Aspersão - Pivôs Centrais,88,"1,107",62,"1,257",12
3162450,São João das Missões,MG,0,0,0,137,137,191,328,0,328,Outras culturas e sistemas,Aspersão - Outros,35,562,0,596,32
3162500,São João del Rei,MG,0,13,0,384,384,138,535,0,535,Pivôs centrais,Aspersão - Pivôs Centrais,"23,710","10,039","4,316","38,065","3,131"
3162559,São João do Manhuaçu,MG,0,0,0,0,0,55,55,0,55,Outras culturas e sistemas,Aspersão - Outros,"1,713",0,101,"1,815",0
3162575,São João do Manteninha,MG,0,0,0,0,0,20,20,0,20,Outras culturas e sistemas,Aspersão - Outros,323,0,0,323,2
3162609,São João do Oriente,MG,0,0,0,0,0,"1,090","1,090",0,"1,090",Outras culturas e sistemas,Aspersão - Outros,"1,597",539,120,"2,256",114
3162658,São João do Pacuí,MG,0,0,0,30,30,17,47,0,47,Pivôs centrais,Aspersão - Pivôs Centrais,8,"3,069",13,"3,090",0
3162708,São João do Paraíso,MG,0,198,0,29,211,"1,149","1,376",0,"1,376",Outras culturas e sistemas,Outros ou sem predominância,"4,594",0,0,"4,594","1,471"
3162807,São João Evangelista,MG,0,0,0,0,0,57,57,0,57,Outras culturas e sistemas,Outros ou sem predominância,"5,121",206,315,"5,642",5
3162906,São João Nepomuceno,MG,0,0,0,0,0,24,24,0,24,Outras culturas e sistemas,Aspersão - Outros,"1,872","5,929",502,"8,302",0
3162922,São Joaquim de Bicas,MG,0,0,0,0,0,308,308,0,308,Outras culturas e sistemas,Localizada,"1,215",0,35,"1,250",275
3162948,São José da Barra,MG,0,890,0,136,136,313,"1,339",0,"1,339",Café,Localizada,"1,854","1,287",631,"3,773","1,777"
3162955,São José da Lapa,MG,0,0,0,0,0,0,0,0,0,,,0,907,0,907,0
3163003,São José da Safira,MG,0,0,0,0,0,0,0,0,0,,,"1,724",30,131,"1,885",98
3163102,São José da Varginha,MG,0,0,0,0,0,75,75,0,75,Outras culturas e sistemas,Outros ou sem predominância,685,"2,802",51,"3,538",490
3163201,São José do Alegre,MG,0,0,0,0,0,0,0,0,0,,,"1,114","2,107",299,"3,520",267
3163300,São José do Divino,MG,0,0,0,0,0,31,31,0,31,Outras culturas e sistemas,Localizada,940,17,0,957,24
3163409,São José do Goiabal,MG,0,0,0,0,0,0,0,0,0,,,"1,330","2,762",295,"4,387",141
3163508,São José do Jacuri,MG,0,0,0,0,0,16,16,0,16,Outras culturas e sistemas,Outros ou sem predominância,"3,710",5,136,"3,852",90
3163607,São José do Mantimento,MG,0,0,0,0,0,31,31,0,31,Outras culturas e sistemas,Aspersão - Outros,392,86,44,522,0
3163706,São Lourenço,MG,0,0,0,0,0,0,0,0,0,,,781,839,132,"1,752",46
3163805,São Miguel do Anta,MG,0,0,0,0,0,145,145,0,145,Outras culturas e sistemas,Localizada,"1,213","1,490",190,"2,893",0
3163904,São Pedro da União,MG,0,0,0,0,0,9,9,0,9,Outras culturas e sistemas,Outros ou sem predominância,"4,214",4,783,"5,001","1,228"
3164001,São Pedro dos Ferros,MG,0,0,18,0,0,35,53,0,53,Outras culturas e sistemas,Outros ou sem predominância,"4,825","2,984",789,"8,598",0
3164100,São Pedro do Suaçuí,MG,0,0,0,0,0,0,0,0,0,,,"3,568",0,155,"3,723",0
3164209,São Romão,MG,0,0,0,"6,370","6,370",162,"6,531",0,"6,531",Pivôs centrais,Aspersão - Pivôs Centrais,315,"20,649",91,"21,054",0
3164308,São Roque de Minas,MG,0,0,0,47,47,47,94,0,94,Outras culturas e sistemas,Outros ou sem predominância,"4,066","23,065",959,"28,090",811
3164407,São Sebastião da Bela Vista,MG,0,0,0,0,0,60,60,0,60,Outras culturas e sistemas,Outros ou sem predominância,"3,346","2,448",678,"6,472","2,066"
3164431,São Sebastião da Vargem Alegre,MG,0,0,0,0,0,21,21,0,21,Outras culturas e sistemas,Outros ou sem predominância,596,154,64,814,0
3164472,São Sebastião do Anta,MG,0,0,0,0,0,34,34,0,34,Outras culturas e sistemas,Outros ou sem predominância,497,0,50,547,0
3164506,São Sebastião do Maranhão,MG,0,6,0,0,0,28,34,0,34,Outras culturas e sistemas,Outros ou sem predominância,"4,678",0,210,"4,888",0
3164605,São Sebastião do Oeste,MG,0,0,0,0,0,0,0,0,0,,,"1,490","2,029",196,"3,715",440
3164704,São Sebastião do Paraíso,MG,0,134,0,132,132,"1,106","1,372",859,"2,231",Outras culturas e sistemas,Localizada,"10,445",78,"1,125","11,648","6,508"
3164803,São Sebastião do Rio Preto,MG,0,0,0,0,0,0,0,0,0,,,964,"3,449",98,"4,511",0
3164902,São Sebastião do Rio Verde,MG,0,0,0,0,0,0,0,0,0,,,"1,055","2,024",329,"3,408",9
3165008,São Tiago,MG,0,0,0,0,0,0,0,0,0,,,"7,292","2,999","1,752","12,044","1,399"
3165107,São Tomás de Aquino,MG,0,5,0,0,0,0,5,0,5,Café,Outros ou sem predominância,"4,197",0,364,"4,561","2,591"
3165206,São Thomé das Letras,MG,0,0,0,0,0,6,6,0,6,Outras culturas e sistemas,Outros ou sem predominância,"4,928","2,282","1,101","8,311",720
3165305,São Vicente de Minas,MG,0,0,0,94,94,66,160,0,160,Pivôs centrais,Aspersão - Pivôs Centrais,"8,155","7,903","1,358","17,415","1,379"
3165404,Sapucaí-Mirim,MG,0,0,0,0,0,62,62,0,62,Outras culturas e sistemas,Outros ou sem predominância,"2,772","2,044",503,"5,319",0
3165503,Sardoá,MG,0,0,0,0,0,0,0,0,0,,,"1,376","1,759",113,"3,248",0
3165537,Sarzedo,MG,0,0,0,0,0,260,260,0,260,Outras culturas e sistemas,Aspersão - Outros,90,0,25,114,25
3165552,Setubinha,MG,0,68,0,0,0,42,110,0,110,Café,Aspersão - Outros,"3,171",0,0,"3,171",0
3165560,Sem-Peixe,MG,0,0,0,0,0,43,43,0,43,Outras culturas e sistemas,Aspersão - Outros,998,"3,529",211,"4,737",130
3165578,Senador Amaral,MG,0,0,0,0,0,454,454,0,454,Outras culturas e sistemas,Localizada,"3,152",18,534,"3,705",0
3165602,Senador Cortes,MG,0,0,0,0,0,0,0,0,0,,,715,360,145,"1,219",0
3165701,Senador Firmino,MG,0,0,0,0,0,0,0,0,0,,,"1,011","5,989",329,"7,329",0
3165800,Senador José Bento,MG,0,0,0,0,0,0,0,0,0,,,"1,838",340,417,"2,594",170
3165909,Senador Modestino Gonçalves,MG,0,65,0,0,0,68,133,0,133,Outras culturas e sistemas,Localizada,741,"2,454",0,"3,195",0
3166006,Senhora de Oliveira,MG,0,0,0,0,0,0,0,0,0,,,"1,853","2,860",390,"5,103",1
3166105,Senhora do Porto,MG,0,0,0,0,0,0,0,0,0,,,"4,086",114,380,"4,581",0
3166204,Senhora dos Remédios,MG,0,0,0,0,0,46,46,0,46,Outras culturas e sistemas,Aspersão - Outros,"1,140","3,300",522,"4,962",2
3166303,Sericita,MG,0,0,0,0,0,0,0,0,0,,,"1,818",28,152,"1,998",0
3166402,Seritinga,MG,0,0,0,0,0,0,0,0,0,,,"1,033","1,593",391,"3,017",0
3166501,Serra Azul de Minas,MG,0,0,0,0,0,0,0,0,0,,,"1,828",451,123,"2,402",0
3166600,Serra da Saudade,MG,0,0,0,67,67,0,67,0,67,Pivôs centrais,Aspersão - Pivôs Centrais,134,"4,888",78,"5,099",35
3166709,Serra dos Aimorés,MG,0,0,128,0,0,8,136,0,136,Cana irrigada,Outros ou sem predominância,"1,174",0,34,"1,208",47
3166808,Serra do Salitre,MG,0,"4,725",0,"2,235","2,378",105,"7,066",0,"7,066",Café,Localizada,"14,510","1,751",761,"17,022","10,751"
3166907,Serrania,MG,0,0,0,366,366,207,573,0,573,Pivôs centrais,Aspersão - Pivôs Centrais,"4,563",0,666,"5,229","2,070"
3166956,Serranópolis de Minas,MG,0,6,0,0,0,193,199,0,199,Outras culturas e sistemas,Localizada,13,567,0,580,6
3167004,Serranos,MG,0,0,0,0,0,0,0,0,0,,,"2,912","4,264",772,"7,948",11
3167103,Serro,MG,0,0,0,0,0,0,0,0,0,,,"7,100",819,512,"8,432",174
3167202,Sete Lagoas,MG,0,0,0,274,274,555,829,0,829,Outras culturas e sistemas,Aspersão - Outros,136,"3,580",108,"3,824",60
3167301,Silveirânia,MG,0,0,0,0,0,13,13,0,13,Outras culturas e sistemas,Outros ou sem predominância,774,"1,263",194,"2,231",0
3167400,Silvianópolis,MG,0,0,0,0,0,29,29,0,29,Outras culturas e sistemas,Aspersão - Outros,"5,704","2,026","1,071","8,801","1,989"
3167509,Simão Pereira,MG,0,0,0,0,0,50,50,0,50,Outras culturas e sistemas,Aspersão - Outros,"1,237","1,602",150,"2,988",0
3167608,Simonésia,MG,0,0,0,0,0,92,92,0,92,Outras culturas e sistemas,Localizada,"7,406",407,383,"8,195",10
3167707,Sobrália,MG,0,0,0,0,0,296,296,0,296,Outras culturas e sistemas,Aspersão - Outros,"2,540","2,146",147,"4,834",484
3167806,Soledade de Minas,MG,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,"3,060","1,873",641,"5,574",239
3167905,Tabuleiro,MG,0,0,0,0,0,35,35,0,35,Outras culturas e sistemas,Outros ou sem predominância,577,"2,601",238,"3,416",0
3168002,Taiobeiras,MG,0,775,0,901,"1,605",535,"2,211",0,"2,211",Pivôs centrais,Aspersão - Pivôs Centrais,"2,242",577,0,"2,819","1,185"
3168051,Taparuba,MG,0,23,0,0,0,207,230,0,230,Outras culturas e sistemas,Aspersão - Outros,714,"2,791",94,"3,599",77
3168101,Tapira,MG,0,0,0,"1,013","1,013",0,"1,013",0,"1,013",Pivôs centrais,Aspersão - Pivôs Centrais,"7,309","11,669","1,445","20,423","2,080"
3168200,Tapiraí,MG,0,314,0,390,390,0,704,0,704,Pivôs centrais,Aspersão - Pivôs Centrais,373,"4,674",198,"5,244",89
3168309,Taquaraçu de Minas,MG,0,0,0,0,0,32,32,0,32,Outras culturas e sistemas,Outros ou sem predominância,0,"4,654",0,"4,654",0
3168408,Tarumirim,MG,0,0,0,0,0,789,789,0,789,Outras culturas e sistemas,Localizada,"6,365",31,387,"6,783",137
3168507,Teixeiras,MG,0,0,0,0,0,42,42,0,42,Outras culturas e sistemas,Aspersão - Outros,"1,372",413,212,"1,998",0
3168606,Teófilo Otoni,MG,0,0,0,0,0,"1,460","1,460",0,"1,460",Outras culturas e sistemas,Outros ou sem predominância,"15,906",3,21,"15,930",0
3168705,Timóteo,MG,0,0,0,0,0,0,0,0,0,,,160,187,80,427,5
3168804,Tiradentes,MG,0,0,0,18,18,0,18,0,18,Pivôs centrais,Aspersão - Pivôs Centrais,"1,114","1,944",230,"3,289",560
3168903,Tiros,MG,0,139,0,781,781,0,920,0,920,Pivôs centrais,Aspersão - Pivôs Centrais,"2,338","23,303","1,209","26,850",988
3169000,Tocantins,MG,0,0,0,0,0,609,609,0,609,Outras culturas e sistemas,Outros ou sem predominância,"1,052","2,018",227,"3,297",0
3169059,Tocos do Moji,MG,0,0,0,0,0,234,234,0,234,Outras culturas e sistemas,Localizada,"2,045","1,011",466,"3,522",0
3169109,Toledo,MG,0,0,0,0,0,641,641,0,641,Outras culturas e sistemas,Aspersão - Outros,"2,250",11,232,"2,492",0
3169208,Tombos,MG,0,0,0,21,21,12,33,0,33,Pivôs centrais,Aspersão - Pivôs Centrais,"2,163","1,965",357,"4,485",0
3169307,Três Corações,MG,0,92,0,491,491,163,746,0,746,Pivôs centrais,Aspersão - Pivôs Centrais,"19,533","4,752","2,615","26,899","14,741"
3169356,Três Marias,MG,0,0,0,"1,198","1,198",138,"1,336",0,"1,336",Pivôs centrais,Aspersão - Pivôs Centrais,"1,284","20,907",257,"22,448",274
3169406,Três Pontas,MG,0,82,0,0,0,324,406,0,406,Outras culturas e sistemas,Localizada,"13,608",893,"2,125","16,625","9,310"
3169505,Tumiritinga,MG,0,0,0,0,0,215,215,0,215,Outras culturas e sistemas,Aspersão - Outros,"4,395","3,337",209,"7,941",304
3169604,Tupaciguara,MG,0,117,"2,463","2,542","2,654","1,854","6,976","3,270","10,246",Cana fertirrigada,Outros ou sem predominância,"21,686","14,437","1,454","37,577","20,838"
3169703,Turmalina,MG,0,524,0,0,0,855,"1,379",0,"1,379",Outras culturas e sistemas,Localizada,38,"6,168",0,"6,206",0
3169802,Turvolândia,MG,0,0,0,39,39,303,342,0,342,Outras culturas e sistemas,Outros ou sem predominância,"3,634",251,647,"4,532","1,539"
3169901,Ubá,MG,0,0,0,0,0,220,220,0,220,Outras culturas e sistemas,Localizada,"2,718","2,684",558,"5,960",17
3170008,Ubaí,MG,0,0,0,0,0,116,116,0,116,Outras culturas e sistemas,Aspersão - Outros,171,"7,628",108,"7,906",21
3170057,Ubaporanga,MG,0,0,0,0,0,910,910,0,910,Outras culturas e sistemas,Localizada,"1,989",1,85,"2,074",0
3170107,Uberaba,MG,0,225,"6,808","7,791","7,917",709,"15,533","19,082","34,615",Cana fertirrigada,Outros ou sem predominância,"66,655","1,947","4,152","72,754","26,669"
3170206,Uberlândia,MG,0,427,"2,040","3,658","3,866","6,405","12,530",238,"12,768",Outras culturas e sistemas,Localizada,"52,969","9,563","2,274","64,806","45,916"
3170305,Umburatiba,MG,0,0,0,0,0,0,0,0,0,,,"2,297",84,11,"2,392",0
3170404,Unaí,MG,0,"3,250","6,710","58,600","66,980","2,313","70,874",0,"70,874",Pivôs centrais,Aspersão - Pivôs Centrais,"30,436","53,671","1,105","85,213","13,761"
3170438,União de Minas,MG,0,0,"1,092",0,0,0,"1,092",0,"1,092",Cana irrigada,Outros ou sem predominância,"5,494","3,509",135,"9,137","5,494"
3170479,Uruana de Minas,MG,0,0,0,895,895,0,895,0,895,Pivôs centrais,Aspersão - Pivôs Centrais,792,"1,242",33,"2,068",334
3170503,Urucânia,MG,0,0,0,0,0,103,103,"1,225","1,329",Cana fertirrigada,Aspersão - Outros,"1,404","1,034",212,"2,650",0
3170529,Urucuia,MG,0,829,0,"1,929","2,724",64,"2,822",0,"2,822",Pivôs centrais,Aspersão - Pivôs Centrais,"1,424","14,278",228,"15,931",28
3170578,Vargem Alegre,MG,0,0,0,0,0,55,55,0,55,Outras culturas e sistemas,Aspersão - Outros,474,0,112,586,0
3170602,Vargem Bonita,MG,0,41,0,110,151,0,151,0,151,Pivôs centrais,Aspersão - Pivôs Centrais,437,"3,916",114,"4,468",143
3170651,Vargem Grande do Rio Pardo,MG,0,0,0,91,91,262,353,0,353,Outras culturas e sistemas,Localizada,"1,105",2,0,"1,107",142
3170701,Varginha,MG,0,0,0,0,0,163,163,0,163,Outras culturas e sistemas,Localizada,"7,476","2,893","1,126","11,496",845
3170750,Varjão de Minas,MG,0,"1,848","1,726",534,"1,406",0,"4,108",0,"4,108",Café,Outros ou sem predominância,758,"6,404",530,"7,692",481
3170800,Várzea da Palma,MG,0,614,0,"2,211","2,806","1,308","4,134",0,"4,134",Pivôs centrais,Aspersão - Pivôs Centrais,"2,019","35,078",503,"37,600","1,882"
3170909,Varzelândia,MG,0,0,0,0,0,197,197,0,197,Outras culturas e sistemas,Outros ou sem predominância,45,343,13,400,1
3171006,Vazante,MG,0,0,0,"5,101","5,101",0,"5,101",0,"5,101",Pivôs centrais,Aspersão - Pivôs Centrais,"8,598","6,381",292,"15,271","4,076"
3171030,Verdelândia,MG,0,0,0,"1,279","1,279","3,543","4,823",0,"4,823",Outras culturas e sistemas,Localizada,64,232,0,295,3
3171071,Veredinha,MG,0,0,0,0,0,111,111,0,111,Outras culturas e sistemas,Outros ou sem predominância,23,"3,214",0,"3,237",0
3171105,Veríssimo,MG,0,0,"3,018",66,156,56,"3,140",89,"3,229",Cana irrigada,Outros ou sem predominância,"9,990","1,961",573,"12,524","3,984"
3171154,Vermelho Novo,MG,0,0,0,0,0,31,31,0,31,Outras culturas e sistemas,Aspersão - Outros,"1,267",106,94,"1,467",0
3171204,Vespasiano,MG,0,0,0,0,0,5,5,0,5,Outras culturas e sistemas,Outros ou sem predominância,0,873,0,873,0
3171303,Viçosa,MG,0,0,0,0,0,173,173,0,173,Outras culturas e sistemas,Localizada,"2,357","2,569",380,"5,306",0
3171402,Vieiras,MG,0,0,0,0,0,0,0,0,0,,,"1,165",452,129,"1,747",0
3171501,Mathias Lobato,MG,0,0,0,0,0,0,0,0,0,,,"1,472","1,104",191,"2,767",0
3171600,Virgem da Lapa,MG,0,0,0,0,0,226,226,0,226,Outras culturas e sistemas,Outros ou sem predominância,891,"5,801",0,"6,692",0
3171709,Virgínia,MG,0,0,0,0,0,91,91,0,91,Outras culturas e sistemas,Localizada,"4,699","3,519","1,316","9,534",16
3171808,Virginópolis,MG,0,0,0,0,0,727,727,0,727,Outras culturas e sistemas,Outros ou sem predominância,"3,828","2,226",364,"6,418",1
3171907,Virgolândia,MG,0,0,0,0,0,37,37,0,37,Outras culturas e sistemas,Localizada,"2,656",26,164,"2,847",14
3172004,Visconde do Rio Branco,MG,0,0,0,0,0,252,252,0,252,Outras culturas e sistemas,Localizada,"1,511","2,411",210,"4,132",0
3172103,Volta Grande,MG,0,0,0,0,0,0,0,0,0,,,"1,235","2,286",194,"3,715",8
3172202,Wenceslau Braz,MG,0,0,0,0,0,11,11,0,11,Outras culturas e sistemas,Aspersão - Outros,799,"1,875",287,"2,961",0
3200102,Afonso Cláudio,ES,0,"2,780",0,0,0,10,"2,790",0,"2,790",Café,Localizada,"7,635",357,423,"8,415",0
3200136,Águia Branca,ES,0,"5,580",0,0,0,85,"5,666",0,"5,666",Café,Localizada,"2,110",0,155,"2,265",2
3200169,Água Doce do Norte,ES,0,"1,305",0,0,0,40,"1,345",0,"1,345",Café,Localizada,"1,395",2,0,"1,396",11
3200201,Alegre,ES,0,136,0,0,0,14,150,0,150,Café,Localizada,"5,546","2,996",903,"9,444",0
3200300,Alfredo Chaves,ES,0,416,0,0,0,76,492,0,492,Café,Localizada,"7,177",79,530,"7,785",0
3200359,Alto Rio Novo,ES,0,"1,194",0,0,0,5,"1,199",0,"1,199",Café,Localizada,929,0,124,"1,053",0
3200409,Anchieta,ES,0,130,0,0,0,299,428,0,428,Outras culturas e sistemas,Localizada,"4,878",614,177,"5,669","1,822"
3200508,Apiacá,ES,0,64,0,0,0,0,64,0,64,Café,Aspersão - Outros,"1,891","1,907",316,"4,114",263
3200607,Aracruz,ES,0,"5,191",52,651,742,585,"6,479",0,"6,479",Café,Localizada,"9,740",546,129,"10,415","5,710"
3200706,Atílio Vivacqua,ES,0,770,0,0,0,14,784,0,784,Café,Aspersão - Outros,"2,245",141,281,"2,667",0
3200805,Baixo Guandu,ES,0,"2,131",0,0,0,75,"2,206",0,"2,206",Café,Localizada,"5,920","2,757",353,"9,030",346
3200904,Barra de São Francisco,ES,0,"3,155",0,0,0,199,"3,354",0,"3,354",Café,Localizada,"1,956",0,0,"1,956",48
3201001,Boa Esperança,ES,0,"4,265",66,651,731,727,"5,710",710,"6,421",Café,Localizada,"1,023",0,53,"1,076",923
3201100,Bom Jesus do Norte,ES,0,165,0,0,0,1,166,0,166,Café,Aspersão - Outros,306,58,63,427,0
3201159,Brejetuba,ES,0,393,0,0,0,0,393,0,393,Café,Localizada,"4,322",0,208,"4,530",0
3201209,Cachoeiro de Itapemirim,ES,0,900,0,0,0,41,941,0,941,Café,Aspersão - Outros,"9,325","1,178",786,"11,289",36
3201308,Cariacica,ES,0,98,0,0,0,52,150,0,150,Café,Localizada,"1,561",143,104,"1,807",546
3201407,Castelo,ES,0,"4,300",0,0,0,16,"4,316",0,"4,316",Café,Aspersão - Outros,"6,369",13,743,"7,124",0
3201506,Colatina,ES,0,"9,339",0,0,0,294,"9,633",0,"9,633",Café,Localizada,"9,028","4,061",386,"13,475",355
3201605,Conceição da Barra,ES,0,900,50,132,132,"1,205","2,287","5,784","8,071",Cana fertirrigada,Localizada,"2,871",58,65,"2,995","2,153"
3201704,Conceição do Castelo,ES,0,601,0,0,0,3,604,0,604,Café,Localizada,"3,656",7,441,"4,103",0
3201803,Divino de São Lourenço,ES,0,0,0,0,0,0,0,0,0,,,"2,033",306,272,"2,612",0
3201902,Domingos Martins,ES,0,52,0,0,0,3,55,0,55,Café,Localizada,"16,906",54,"1,550","18,510",0
3202009,Dores do Rio Preto,ES,0,0,0,0,0,0,0,0,0,,,"2,614",38,152,"2,805",117
3202108,Ecoporanga,ES,0,394,0,0,0,45,439,0,439,Café,Localizada,"5,777",124,0,"5,901",307
3202207,Fundão,ES,0,"2,250",0,0,0,81,"2,331",0,"2,331",Café,Localizada,"2,675",158,46,"2,879",662
3202256,Governador Lindenberg,ES,0,"9,365",0,19,38,268,"9,652",0,"9,652",Café,Localizada,"1,675",0,145,"1,820",622
3202306,Guaçuí,ES,0,467,0,0,0,0,467,0,467,Café,Aspersão - Outros,"4,689",818,597,"6,104",0
3202405,Guarapari,ES,0,11,0,0,0,355,366,0,366,Outras culturas e sistemas,Localizada,"7,010",397,215,"7,622","2,946"
3202454,Ibatiba,ES,0,25,0,0,0,0,25,0,25,Café,Localizada,"3,274",0,386,"3,660",0
3202504,Ibiraçu,ES,0,"1,150",0,0,0,87,"1,237",0,"1,237",Café,Localizada,"1,716",0,151,"1,868",155
3202553,Ibitirama,ES,0,15,0,0,0,0,15,0,15,Café,Aspersão - Outros,"3,869",570,450,"4,889",80
3202603,Iconha,ES,0,336,0,0,0,15,351,0,351,Café,Localizada,"3,038",20,117,"3,176",285
3202652,Irupi,ES,0,6,0,0,0,0,6,0,6,Café,Localizada,"2,081",0,183,"2,264",0
3202702,Itaguaçu,ES,0,"5,312",0,0,0,121,"5,433",0,"5,433",Café,Localizada,647,24,221,891,0
3202801,Itapemirim,ES,0,93,0,0,0,288,380,"1,433","1,814",Cana fertirrigada,Outros ou sem predominância,"8,390",696,206,"9,292","7,255"
3202900,Itarana,ES,0,"1,120",0,0,0,10,"1,130",0,"1,130",Café,Localizada,81,0,100,181,1
3203007,Iúna,ES,0,56,0,0,0,0,56,0,56,Café,Aspersão - Outros,"5,645",65,544,"6,254",0
3203056,Jaguaré,ES,0,"13,092",0,733,"1,060","1,004","14,828",0,"14,828",Café,Localizada,"7,175",65,88,"7,329","5,193"
3203106,Jerônimo Monteiro,ES,0,348,0,0,0,4,352,0,352,Café,Localizada,"1,605",327,195,"2,127",0
3203130,João Neiva,ES,0,"1,093",0,0,0,26,"1,119",0,"1,119",Café,Localizada,"2,668",15,226,"2,910",0
3203163,Laranja da Terra,ES,0,"2,200",0,0,0,8,"2,208",0,"2,208",Café,Localizada,"1,824",12,239,"2,075",8
3203205,Linhares,ES,0,"12,757",4,"1,025","1,040","4,277","18,062","2,159","20,222",Café,Localizada,"34,384","7,267",885,"42,536","20,787"
3203304,Mantenópolis,ES,0,510,0,0,0,18,528,0,528,Café,Localizada,"1,249",2,11,"1,261",0
3203320,Marataízes,ES,0,0,0,0,0,"2,452","2,452",0,"2,452",Outras culturas e sistemas,Aspersão - Outros,"1,827",171,0,"1,998","1,592"
3203346,Marechal Floriano,ES,0,448,0,0,0,32,481,0,481,Café,Localizada,"3,642",1,260,"3,902",0
3203353,Marilândia,ES,0,"7,264",0,0,0,55,"7,319",0,"7,319",Café,Localizada,"1,075","1,090",47,"2,213",248
3203403,Mimoso do Sul,ES,0,"1,150",0,0,0,31,"1,181",0,"1,181",Café,Localizada,"7,987","5,060","1,192","14,239",512
3203502,Montanha,ES,0,"3,014",97,764,875,579,"4,454","1,836","6,290",Café,Localizada,"6,178",6,92,"6,276","2,667"
3203601,Mucurici,ES,0,7,0,501,501,142,649,0,649,Pivôs centrais,Aspersão - Pivôs Centrais,"2,191",0,63,"2,255","1,221"
3203700,Muniz Freire,ES,0,705,0,0,0,1,706,0,706,Café,Localizada,"6,179",570,851,"7,600",0
3203809,Muqui,ES,0,"1,335",0,0,0,3,"1,338",0,"1,338",Café,Aspersão - Outros,"2,768",16,364,"3,148",0
3203908,Nova Venécia,ES,0,"10,933",0,91,91,898,"11,922",23,"11,945",Café,Localizada,"3,693",13,39,"3,745","1,519"
3204005,Pancas,ES,0,660,0,0,0,104,764,0,764,Café,Localizada,"2,901",33,312,"3,246",24
3204054,Pedro Canário,ES,0,897,223,234,462,632,"1,986","1,936","3,922",Cana fertirrigada,Localizada,"5,001",0,23,"5,024","4,171"
3204104,Pinheiros,ES,0,"6,633",849,"6,733","7,728","1,190","15,405",572,"15,977",Pivôs centrais,Aspersão - Pivôs Centrais,"1,649",10,93,"1,752","1,041"
3204203,Piúma,ES,0,190,0,0,0,53,243,0,243,Café,Localizada,551,71,0,622,452
3204252,Ponto Belo,ES,0,332,0,0,0,37,369,0,369,Café,Localizada,672,86,0,758,159
3204302,Presidente Kennedy,ES,0,0,0,0,0,468,468,0,468,Outras culturas e sistemas,Aspersão - Outros,"4,680","3,370",210,"8,260","3,115"
3204351,Rio Bananal,ES,0,"15,738",0,0,0,451,"16,189",0,"16,189",Café,Localizada,"7,916",0,169,"8,085","3,920"
3204401,Rio Novo do Sul,ES,0,0,0,0,0,34,34,0,34,Outras culturas e sistemas,Outros ou sem predominância,"2,458",33,43,"2,534",204
3204500,Santa Leopoldina,ES,0,"2,529",0,0,0,40,"2,569",0,"2,569",Café,Localizada,"6,086",22,359,"6,467",221
3204559,Santa Maria de Jetibá,ES,0,220,0,0,0,1,220,0,220,Café,Localizada,"5,272",0,616,"5,888",0
3204609,Santa Teresa,ES,0,"4,211",0,13,13,9,"4,233",0,"4,233",Café,Localizada,"5,866",32,199,"6,097",10
3204658,São Domingos do Norte,ES,0,"5,388",0,0,0,224,"5,612",0,"5,612",Café,Localizada,"2,204",0,108,"2,312",598
3204708,São Gabriel da Palha,ES,0,"8,372",0,0,0,565,"8,937",0,"8,937",Café,Localizada,"1,764",24,80,"1,869",4
3204807,São José do Calçado,ES,0,271,0,0,0,15,286,0,286,Café,Aspersão - Outros,"1,903","1,669",369,"3,941",0
3204906,São Mateus,ES,0,"13,468",136,932,"1,088","3,098","17,633",7,"17,640",Café,Localizada,"8,531",998,253,"9,781","6,213"
3204955,São Roque do Canaã,ES,0,"3,050",0,0,0,49,"3,099",0,"3,099",Café,Localizada,"1,966",15,94,"2,074",0
3205002,Serra,ES,0,403,0,0,0,198,601,0,601,Café,Localizada,"3,111",103,51,"3,266","1,467"
3205010,Sooretama,ES,0,"8,121",0,238,238,"1,124","9,484",0,"9,484",Café,Localizada,"3,315",119,26,"3,461","2,845"
3205036,Vargem Alta,ES,0,500,0,0,0,4,504,0,504,Café,Localizada,"5,232",67,453,"5,751",1
3205069,Venda Nova do Imigrante,ES,0,137,0,0,0,0,137,0,137,Café,Localizada,"1,865",0,285,"2,149",0
3205101,Viana,ES,0,21,0,0,0,63,84,0,84,Outras culturas e sistemas,Localizada,"3,777",35,139,"3,952","1,212"
3205150,Vila Pavão,ES,0,"2,924",0,33,33,130,"3,087",0,"3,087",Café,Localizada,910,0,23,934,39
