COD Municipio;Cidade;COD UF;UF;Total de escolas federais;Total de escolas estaduais;Total de escolas municipais;Total de escolas privadas;Total de escolas sem creche;Total de escolas com creche;Escolas que não funcionam em prédio escolar;Escolas que funcionam em prédio escolar;Total de escolas que não funcionam em unidade de atendimento socio educativo;Total de escolas que funcionam em unidade de atendimento socio educativo;Total de escolas que não funcionam em unidade prisional;Total de escolas que funcionam em unidade prisional;Total de escolas que não funcionam em galpão / rancho / paiol / barracão;Total de escolas que funcionam em galpão / rancho / paiol / barracão;Total de escolas que não funcionam em salas de outra escola;Total de escolas que funcionam em salas de outra escola;Total de escolas que não funcionam em outros locais;Total de escolas que funcionam em outros locais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não possuem energia elétrica da rede pública;Total de escolas que possuem energia elétrica da rede pública;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de matrículas;Total de docentes;Total de docentes em Creche;Total de docentes em Pré-escola;Total de docentes em 1ª Série;Total de docentes em 2ª Série;Total de docentes em 3ª Série;Total de docentes em 4ª Série;Total de docentes em 5ª Série;Total de docentes em 6ª Série;Total de docentes em 7ª Série;Total de docentes em 8ª Série;Total de docentes em 1º Ano;Total de docentes em 2º Ano;Total de docentes em 3º Ano;Total de docentes em 4º Ano;Total de docentes em 5º Ano;Total de docentes em 6º Ano;Total de docentes em 7º Ano;Total de docentes em 8º Ano;Total de docentes em 9º Ano;Total de docentes em 1º ano/1ª Série;Total de docentes em 2º ano/2ª Série;Total de docentes em 3ºano/3ª Série;Total de docentes em 4º ano/4ª Série;Total de docentes em Nao Seriada;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 1ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 2ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 3ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 4ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) Nao Seriada;Total de docentes em Modalidade Normal/Magistério 1ª Série;Total de docentes em Modalidade Normal/Magistério 2ª Série;Total de docentes em Modalidade Normal/Magistério 3ª Série;Total de docentes em Modalidade Normal/Magistério 4ª Série;Total de docentes em Concomitante;Total de docentes em Subsequente;Total de docentes em Ensino Fundamental - Projovem Urbano;Total de docentes em Nível Médio;Total de docentes em Curso FIC Concomitante;Total de docentes em Ensino Fundamental - Anos Iniciais;Total de docentes em Ensino Fundamental - Anos Finais;Total de docentes em Ensino Médio;Total de docentes em Nível Fundamental (EJA integrada à Educação Profissional de Nível Fundamental);Total de docentes em Curso Técnico Integrado na Modalidade EJA (EJA integrada à Educação Profissional de Nível Médio);Total de docentes em Nao aplicável para turmas de atendimento educacional especializado (AEE) e atividade complementar
2508554;Logradouro;25;PB;;1,0;5,0;;5;1,0;;6;6;;6;;6;;6;;5;1,0;1,0;5,0;6;;;6;6;;1024;58;1,0;8;;;;;;;;;3;3,0;3;4;4;19,0;24,0;24,0;24;12,0;12,0;12,0;;;;;;;;;;;;;;;;;;6,0;11,0;;;
2202737;Coivaras;22;PI;;1,0;5,0;;3;3,0;;6;6;;6;;4;2,0;6;;6;;3,0;3,0;5;1,0;;6;6;;1533;70;9,0;10;;;;;;;;;6;4,0;11;8;14;16,0;20,0;18,0;13;11,0;11,0;12,0;;;;;;;;;;;;3,0;;;;;5,0;16,0;11,0;;;
2918704;Lafaiete Coutinho;29;BA;;1,0;4,0;1,0;4;2,0;;6;6;;6;;6;;6;;5;1,0;2,0;4,0;6;;;6;6;;1473;88;10,0;7;;;;;;;;;5;6,0;7;6;8;23,0;23,0;24,0;23;5,0;5,0;4,0;;;;;;;;;;;;;;;;;15,0;12,0;3,0;;;
2410256;Porto do Mangue;24;RN;;1,0;5,0;;2;4,0;;6;6;;6;;6;;6;;6;;3,0;3,0;6;;;6;6;;1507;86;12,0;14;;;;;;;;;6;5,0;5;5;5;26,0;28,0;26,0;27;10,0;9,0;10,0;;;;;;;;;;;;;;;;;;7,0;10,0;;;
2506509;Gurjão;25;PB;;1,0;5,0;;5;1,0;;6;6;;6;;6;;5;1,0;6;;;6,0;6;;;6;6;;794;47;7,0;7;;;;;;;;;3;3,0;4;5;5;8,0;10,0;10,0;10;6,0;7,0;7,0;;;;;;;;;;;;;;;;;;;3,0;;;
2512606;Quixabá;25;PB;;1,0;5,0;;3;3,0;;6;6;;6;;6;;5;1,0;5;1,0;5,0;1,0;6;;;6;6;;477;32;2,0;2;;;;;;;;;1;1,0;1;1;1;7,0;8,0;8,0;8;5,0;5,0;5,0;;;;;;;;;;;;;;;;;2,0;5,0;;;;
2410009;Pilões;24;RN;;2,0;4,0;;4;2,0;;6;6;;6;;6;;5;1,0;6;;2,0;4,0;6;;;6;6;;728;41;2,0;4;;;;;;;;;3;3,0;3;3;4;13,0;14,0;13,0;12;6,0;7,0;7,0;;;;;;;;;;;;;;;;;2,0;7,0;;;;
2111573;São Pedro dos Crentes;21;MA;;1,0;5,0;;5;1,0;;6;6;;6;;6;;4;2,0;6;;2,0;4,0;6;;;6;6;;1427;72;4,0;11;;;;;;;;;5;7,0;11;17;17;17,0;20,0;16,0;15;11,0;11,0;10,0;;;;;;;;;;;;;;;;;6,0;7,0;6,0;;;
2514602;São José do Bonfim;25;PB;;1,0;5,0;;5;1,0;;6;6;;6;;6;;6;;4;2,0;4,0;2,0;6;;;6;6;;935;45;1,0;2;;;;;;;;;2;2,0;2;2;2;9,0;10,0;9,0;9;9,0;9,0;9,0;;;;;;;;;;;;;;;;;;7,0;;;;
2414159;Tenente Laurentino Cruz;24;RN;;1,0;4,0;1,0;2;4,0;1,0;5;6;;6;;5;1,0;6;;4;2,0;;6,0;6;;;6;6;;2128;98;6,0;14;;;;;;;;;6;7,0;7;7;7;25,0;27,0;27,0;26;9,0;10,0;10,0;;;;;;;;;;;;;;;;;10,0;2,0;;;;
2801900;Cumbe;28;SE;;1,0;4,0;1,0;3;3,0;;6;6;;6;;6;;6;;5;1,0;1,0;5,0;6;;1,0;5;6;;855;40;2,0;4;;;;;;;;;7;8,0;7;6;6;18,0;17,0;17,0;18;12,0;12,0;12,0;;;;;;;;;;;;;;;;;;3,0;4,0;;;
2404101;Galinhos;24;RN;;1,0;5,0;;3;3,0;;6;6;;6;;6;;5;1,0;6;;6,0;;6;;;6;6;;709;50;3,0;10;;;;;;;;;3;4,0;4;4;4;9,0;10,0;8,0;9;5,0;5,0;5,0;;;;;;;;;;;;;;;;;8,0;7,0;5,0;;;
2411106;Ruy Barbosa;24;RN;;1,0;5,0;;4;2,0;;6;6;;6;;6;;6;;6;;1,0;5,0;6;;;6;6;;902;42;3,0;5;;;;;;;;;2;2,0;1;1;1;10,0;10,0;10,0;10;5,0;5,0;5,0;;;;;;;;;;;;;;;;;4,0;4,0;4,0;;;
2208650;Queimada Nova;22;PI;;1,0;5,0;;3;3,0;;6;6;;6;;6;;4;2,0;6;;6,0;;5;1,0;;6;6;;1829;74;7,0;13;;;;;;;;;10;7,0;12;15;16;24,0;25,0;25,0;26;17,0;14,0;16,0;;;;;;;;;;;;1,0;;;;;;7,0;10,0;;;
2414704;Várzea;24;RN;;1,0;3,0;2,0;3;3,0;;6;6;;6;;6;;6;;6;;;6,0;6;;;6;6;;1255;68;5,0;9;;;;;;;;;6;6,0;8;8;8;27,0;27,0;25,0;24;9,0;6,0;7,0;;;;;;;;;;;;;;;;;1,0;5,0;;;;
2802502;General Maynard;28;SE;;1,0;4,0;1,0;4;2,0;;6;6;;6;;6;;6;;6;;1,0;5,0;6;;;6;6;;829;44;5,0;5;;;;;;;;;4;5,0;3;2;3;7,0;7,0;15,0;15;14,0;14,0;14,0;;;;;;;;;;;;;;;;;;5,0;;;;
2513984;São Francisco;25;PB;;1,0;5,0;;3;3,0;;6;6;;6;;6;;6;;6;;;6,0;6;;;6;6;;741;40;4,0;5;;;;;;;;;3;3,0;3;3;3;8,0;10,0;8,0;8;10,0;10,0;9,0;;;;;;;;;;;;;;;;;;5,0;9,0;;;
2209377;Santa Rosa do Piauí;22;PI;;1,0;5,0;;5;1,0;;6;6;;6;;6;;6;;6;;1,0;5,0;6;;;6;6;;1156;57;5,0;7;;;;;;;;;5;4,0;5;5;5;17,0;16,0;16,0;17;10,0;12,0;11,0;;;;;;;;;;;;1,0;;;;;;7,0;7,0;;;
2415008;Vila Flor;24;RN;;1,0;4,0;1,0;4;2,0;;6;6;;6;;6;;4;2,0;5;1,0;;6,0;6;;;6;6;;895;47;5,0;6;;;;;;;;;3;2,0;2;3;3;18,0;19,0;19,0;12;8,0;6,0;8,0;;;;;;;;;;;;;;;;;1,0;;;;;
2704906;Mar Vermelho;27;AL;;1,0;5,0;;5;1,0;;6;6;;6;;6;;5;1,0;6;;1,0;5,0;6;;;6;6;;1062;49;5,0;4;;;;;;;;;6;7,0;6;6;7;8,0;8,0;8,0;9;10,0;10,0;10,0;;;;;;;;;;;;;;;;;1,0;9,0;10,0;;;
2204600;Hugo Napoleão;22;PI;;1,0;5,0;;3;3,0;;6;6;;6;;6;;6;;6;;;6,0;6;;;6;6;;1018;49;4,0;4;;;;;;;;;8;12,0;13;16;18;16,0;24,0;14,0;20;10,0;8,0;9,0;;;;;;;;;;;;2,0;;;;;;9,0;12,0;;;
2406908;Lucrécia;24;RN;;2,0;4,0;;3;3,0;1,0;5;6;;6;;6;;5;1,0;6;;1,0;5,0;6;;;6;6;;1054;54;7,0;5;;;;;;;;;3;2,0;2;2;2;18,0;18,0;17,0;16;8,0;8,0;8,0;;;;;;;;;;;;;;;;;;4,0;;;;
2910206;Dom Macedo Costa;29;BA;;1,0;5,0;;3;3,0;;6;6;;6;;6;;5;1,0;6;;;6,0;6;;;6;6;;1079;60;8,0;8;;;;;;;;;2;2,0;3;4;4;10,0;12,0;7,0;8;8,0;6,0;7,0;;;;;;;;;;;;;;;;;1,0;3,0;6,0;;;
2210953;Tamboril do Piauí;22;PI;;1,0;5,0;;5;1,0;;6;6;;6;;6;;6;;6;;1,0;5,0;6;;;6;6;;861;45;3,0;6;;;;;;;;;3;7,0;6;6;6;8,0;8,0;9,0;8;9,0;8,0;9,0;;;;;;;;;;;;2,0;;;;;7,0;7,0;;;;
2911659;Guajeru;29;BA;;1,0;5,0;;4;2,0;;6;6;;6;;6;;6;;6;;;6,0;6;;1,0;5;5;1,0;1535;86;7,0;18;;;;;;;;;8;13,0;12;10;20;23,0;25,0;23,0;23;10,0;9,0;10,0;;;;;;;;;;;;;;;;;;7,0;8,0;;;
2208858;Riacho Frio;22;PI;;1,0;5,0;;5;1,0;;6;6;;6;;6;;6;;5;1,0;1,0;5,0;5;1,0;;6;6;;1231;85;6,0;12;;;;;;;;;9;10,0;9;8;8;19,0;24,0;22,0;19;10,0;8,0;9,0;;;;;;;;;;;;;;;;;;;6,0;;;
2502300;Bom Sucesso;25;PB;;2,0;3,0;1,0;4;2,0;;6;6;;6;;6;;4;2,0;5;1,0;1,0;5,0;6;;;6;6;;1366;79;3,0;5;;;;;;;;;4;4,0;4;6;7;21,0;25,0;26,0;24;9,0;10,0;9,0;;;;;;;;;;;;;;;;;14,0;11,0;;;;
2510600;Ouro Velho;25;PB;;1,0;5,0;;5;1,0;;6;6;;6;;6;;6;;6;;2,0;4,0;6;;;6;6;;629;42;2,0;9;;;;;;;;;2;2,0;2;2;2;8,0;9,0;9,0;9;9,0;9,0;9,0;;;;;;;;;;;;;;;;;;7,0;9,0;;;
2503100;Cabaceiras;25;PB;;2,0;4,0;;3;3,0;;6;6;;6;;6;;5;1,0;5;1,0;3,0;3,0;6;;;6;6;;1123;65;4,0;7;;;;;;;;;4;4,0;4;5;7;18,0;19,0;19,0;19;8,0;18,0;19,0;;;10,0;;;;;;;;;;;;;;;;;;;
2203602;Eliseu Martins;22;PI;;2,0;3,0;1,0;3;3,0;;6;6;;6;;6;;5;1,0;6;;2,0;4,0;6;;;6;6;;1054;60;5,0;14;;;;;;;;;8;8,0;13;14;14;18,0;18,0;13,0;12;7,0;7,0;7,0;;;6,0;6,0;6,0;;;;;;;1,0;;;;;;5,0;8,0;;;
2206001;Marcos Parente;22;PI;;1,0;4,0;1,0;4;2,0;;6;6;;6;;6;;6;;5;1,0;;6,0;6;;;6;6;;1351;73;5,0;7;;;;;;;;;7;7,0;7;7;13;18,0;19,0;20,0;18;10,0;9,0;8,0;;;;;;;;;;;;1,0;;;;;9,0;5,0;8,0;;;
2411601;São Bento do Norte;24;RN;;1,0;5,0;;2;4,0;;6;6;;6;;6;;6;;6;;1,0;5,0;6;;;6;6;;1269;58;7,0;7;;;;;;;;;4;3,0;3;4;4;11,0;11,0;11,0;9;11,0;14,0;13,0;;;;;;;;;;;;;;;;;;10,0;;;;
2204006;Francinópolis;22;PI;;1,0;5,0;;5;1,0;;6;6;;6;;6;;6;;6;;;6,0;6;;;6;6;;1227;61;9,0;8;;;;;;;;;6;10,0;10;9;9;18,0;21,0;18,0;16;10,0;9,0;8,0;;;;;;;;;;;;2,0;;;;;4,0;12,0;9,0;;;
2504207;Catingueira;25;PB;;1,0;5,0;;5;1,0;;6;6;;6;;6;;5;1,0;5;1,0;3,0;3,0;6;;;6;6;;1179;63;6,0;6;;;;;;;;;3;4,0;4;5;5;11,0;10,0;9,0;9;11,0;12,0;11,0;;;;;;;;;;;;;;;;;6,0;8,0;11,0;;;
2401602;Bento Fernandes;24;RN;;1,0;5,0;;4;2,0;;6;6;;6;;6;;6;;6;;;6,0;6;;;6;6;;1375;64;4,0;7;;;;;;;;;6;6,0;6;7;9;19,0;16,0;16,0;15;13,0;13,0;9,0;;;;;;;;;;;;;;;;;4,0;4,0;10,0;;;
2514404;São José de Espinharas;25;PB;;1,0;4,0;1,0;4;2,0;;6;6;;6;;6;;4;2,0;5;1,0;2,0;4,0;5;1,0;;6;6;;933;62;4,0;7;;;;;;;;;2;4,0;2;5;5;22,0;24,0;23,0;23;19,0;17,0;17,0;;;;;;;;;;;;;;;;;;5,0;13,0;;;
2411429;Santana do Seridó;24;RN;;1,0;5,0;;4;2,0;;6;6;;6;;6;;6;;5;1,0;2,0;4,0;6;;;6;6;;491;31;7,0;4;;;;;;;;;2;1,0;2;1;2;6,0;7,0;8,0;10;9,0;9,0;9,0;;;;;;;;;;;;;;;;;;;;;;
2516151;Sossêgo;25;PB;;1,0;5,0;;5;1,0;;6;6;;6;;6;;6;;5;1,0;6,0;;6;;;6;6;;985;57;7,0;4;;;;;;;;;2;2,0;3;2;3;12,0;14,0;15,0;17;10,0;10,0;9,0;;;;;;;;;;;;;;;;;;9,0;3,0;;;
2614402;Solidão;26;PE;;1,0;5,0;;4;2,0;;6;6;;6;;6;;5;1,0;6;;2,0;4,0;6;;;6;6;;1473;84;8,0;9;;;;;;;;;5;5,0;5;5;6;29,0;29,0;23,0;26;13,0;9,0;11,0;;;;;;;;;;;;;;;;;;8,0;9,0;;;
2915304;Itagimirim;29;BA;;1,0;4,0;1,0;4;2,0;;6;6;;6;;6;;6;;6;;;6,0;6;;;6;6;;1748;93;10,0;18;;;;;;;;;11;15,0;19;26;29;27,0;25,0;21,0;13;12,0;12,0;12,0;;;;;;;;;;;;;;;;;2,0;7,0;;;;
2504108;Carrapateira;25;PB;;2,0;4,0;;5;1,0;;6;6;;6;;6;;6;;6;;1,0;5,0;6;;;6;6;;668;41;2,0;5;;;;;;;;;2;2,0;2;2;2;8,0;8,0;9,0;9;10,0;9,0;10,0;;;;;;;;;;;;;;;;;3,0;;;;;
2209872;São João da Fronteira;22;PI;;1,0;5,0;;1;5,0;;6;6;;6;;6;;4;2,0;6;;3,0;3,0;6;;1,0;5;5;1,0;1412;83;8,0;10;;;;;;;;;4;4,0;5;6;17;37,0;30,0;35,0;31;10,0;11,0;14,0;;;;;;;;;;;;;;;;;1,0;8,0;7,0;;;
2405900;João Dias;24;RN;;1,0;5,0;;4;2,0;;6;6;;6;;6;;6;;5;1,0;;6,0;6;;;6;6;;532;32;3,0;3;;;;;;;;;2;2,0;1;3;3;7,0;7,0;7,0;7;3,0;3,0;3,0;;;;;;;;;;;;;;;;;;;;;;
2207793;Pau D'Arco do Piauí;22;PI;;1,0;5,0;;3;3,0;;6;6;;6;;6;;6;;6;;4,0;2,0;6;;;6;6;;1032;57;2,0;2;;;;;;;;;2;1,0;2;3;3;12,0;12,0;13,0;12;12,0;12,0;12,0;;;;;;;;;;;;2,0;;;;;13,0;6,0;;;;
2507804;Junco do Seridó;25;PB;;1,0;3,0;2,0;2;4,0;;6;6;;6;;6;;6;;6;;3,0;3,0;6;;;6;6;;1567;101;5,0;14;;;;;;;;;7;12,0;16;16;16;19,0;19,0;29,0;29;13,0;14,0;14,0;;;17,0;19,0;;;;;;;;;;;;;3,0;6,0;7,0;;;
2502201;Bom Jesus;25;PB;;1,0;6,0;;5;2,0;;7;7;;7;;7;;6;1,0;6;1,0;5,0;2,0;7;;;7;7;;741;38;2,0;1;;;;;;;;;1;2,0;1;3;2;8,0;9,0;8,0;9;7,0;7,0;6,0;;;;;;;;;;;;;;;;;1,0;6,0;6,0;;;
2201988;Brejo do Piauí;22;PI;;1,0;6,0;;5;2,0;;7;7;;7;;7;;5;2,0;5;2,0;4,0;3,0;7;;;7;7;;958;67;1,0;13;;;;;;;;;11;12,0;12;14;13;11,0;8,0;9,0;8;9,0;9,0;9,0;;;;;;;;;;;;2,0;;;;;6,0;8,0;;;;
2517100;Várzea;25;PB;;1,0;6,0;;6;1,0;;7;7;;7;;7;;6;1,0;6;1,0;4,0;3,0;7;;;7;7;;571;42;4,0;4;;;;;;;;;2;2,0;1;1;1;8,0;9,0;8,0;9;8,0;7,0;8,0;;;;;;;;;;;;;;;;;1,0;3,0;;;;
2409605;Pedra Preta;24;RN;;1,0;6,0;;6;1,0;2,0;5;7;;7;;7;;5;2,0;7;;4,0;3,0;7;;;7;7;;590;32;3,0;3;;;;;;;;;1;1,0;2;1;2;10,0;11,0;9,0;7;4,0;4,0;4,0;;;;;;;;;;;;;;;;;;9,0;;;;
2404853;Itajá;24;RN;;2,0;5,0;;2;5,0;;7;7;;7;;7;;5;2,0;6;1,0;1,0;6,0;7;;;7;7;;2303;82;7,0;11;;;;;;;;;7;8,0;8;8;9;14,0;15,0;14,0;15;13,0;12,0;10,0;;;;;;;;;;;;;;;;;2,0;7,0;;;;
2505501;Vista Serrana;25;PB;;1,0;6,0;;7;;;7;7;;7;;7;;7;;7;;4,0;3,0;7;;;7;7;;869;49;;5;;;;;;;;;1;2,0;2;2;4;8,0;8,0;8,0;8;13,0;11,0;11,0;;;;;;;;;;;;;;;;;6,0;15,0;10,0;;;
2210052;São José do Divino;22;PI;;1,0;6,0;;4;3,0;;7;7;;7;;7;;6;1,0;7;;1,0;6,0;7;;;7;7;;1585;80;13,0;8;;;;;;;;;5;5,0;5;11;14;21,0;19,0;27,0;26;17,0;17,0;14,0;;;;;;;;;;;;1,0;;;;;;5,0;10,0;;;
2503407;Cacimba de Areia;25;PB;;1,0;6,0;;2;5,0;;7;7;;7;;7;;7;;7;;4,0;3,0;7;;;7;7;;670;42;2,0;5;;;;;;;;;3;2,0;3;3;3;10,0;10,0;10,0;11;8,0;8,0;8,0;;;;;;;;;;;;;;;;;;;;;;
2501708;Barra de São Miguel;25;PB;;1,0;6,0;;3;4,0;;7;7;;7;;7;;6;1,0;4;3,0;6,0;1,0;5;2,0;;7;7;;1767;100;11,0;11;;;;;;;;;15;15,0;15;17;18;29,0;29,0;29,0;30;14,0;15,0;14,0;;;;;;;;;;;;;;;;;7,0;12,0;12,0;;;
2413102;Senador Elói de Souza;24;RN;;1,0;6,0;;3;4,0;;7;7;;7;;7;;7;;7;;;7,0;7;;;7;7;;1545;75;8,0;7;;;;;;;;;8;8,0;6;8;7;20,0;19,0;17,0;16;9,0;8,0;9,0;;;;;;;;;;;;;;;;;3,0;5,0;7,0;;;
2211506;Vera Mendes;22;PI;;1,0;6,0;;3;4,0;;7;7;;7;;7;;6;1,0;6;1,0;;7,0;7;;;7;7;;1028;58;9,0;8;;;;;;;;;8;9,0;12;9;8;13,0;16,0;16,0;15;12,0;11,0;10,0;;;;;;;;;;;;2,0;;;;;4,0;12,0;15,0;;;
2301802;Baixio;23;CE;;1,0;5,0;1,0;4;3,0;;7;7;;7;;7;;5;2,0;7;;1,0;6,0;7;;;7;7;;1394;88;12,0;10;;;;;;;;;5;5,0;5;5;5;26,0;25,0;28,0;21;14,0;12,0;12,0;;;;;;;;;;;;;;;;;7,0;7,0;;;;
2205540;Lagoinha do Piauí;22;PI;;1,0;6,0;;3;4,0;;7;7;;7;;7;;7;;7;;2,0;5,0;7;;;7;7;;757;55;4,0;7;;;;;;;;;9;8,0;9;15;14;10,0;11,0;8,0;8;8,0;8,0;7,0;;;;;;;;;;;;2,0;;;;;;7,0;6,0;;;
2927804;Santa Cruz da Vitória;29;BA;;1,0;6,0;;6;1,0;;7;7;;7;;7;;7;;7;;1,0;6,0;7;;;7;7;;1532;66;11,0;6;;;;;;;;;6;5,0;7;5;8;12,0;13,0;10,0;10;8,0;8,0;8,0;;;;;;;;;;;;;;;;;3,0;8,0;4,0;;;
2201556;Bela Vista do Piauí;22;PI;;1,0;6,0;;5;2,0;;7;7;;7;;7;;6;1,0;7;;1,0;6,0;7;;;7;7;;901;49;2,0;8;;;;;;;;;4;5,0;3;4;4;14,0;12,0;10,0;7;10,0;11,0;10,0;;;;;;;;;;;;2,0;;;;;;;11,0;;;
2515708;Serra Grande;25;PB;;1,0;6,0;;6;1,0;;7;7;;7;;7;;7;;7;;4,0;3,0;7;;;7;7;;815;38;2,0;7;;;;;;;;;4;6,0;6;4;6;8,0;8,0;8,0;8;8,0;8,0;8,0;;;;;;;;;;;;;;;;;;;;;;
2407609;Messias Targino;24;RN;;1,0;4,0;2,0;2;5,0;;7;7;;7;;7;;7;;6;1,0;5,0;2,0;7;;;7;7;;1128;57;7,0;8;;;;;;;;;3;2,0;3;4;4;15,0;16,0;15,0;15;8,0;9,0;9,0;;;;;;;;;;;;;;;;;3,0;7,0;;;;
2201739;Betânia do Piauí;22;PI;;1,0;6,0;;2;5,0;;7;7;;7;;7;;7;;6;1,0;6,0;1,0;1;6,0;;7;7;;1890;86;10,0;12;;;;;;;;;5;5,0;16;22;28;29,0;30,0;28,0;31;11,0;10,0;9,0;;;;;;;;;;;;2,0;;;;;5,0;9,0;10,0;;;
2504504;Condado;25;PB;;1,0;5,0;1,0;5;2,0;;7;7;;7;;7;;7;;7;;4,0;3,0;4;3,0;;7;7;;1526;74;4,0;7;;;;;;;;;3;4,0;4;5;5;13,0;25,0;20,0;22;13,0;12,0;12,0;;;;;;;;;;;;;;;;;3,0;6,0;7,0;;;
2900108;Abaíra;29;BA;;1,0;6,0;;6;1,0;;7;7;;7;;7;;6;1,0;6;1,0;;7,0;7;;;7;7;;1277;105;4,0;15;;;;;;;;;11;11,0;13;10;11;38,0;38,0;36,0;36;12,0;12,0;12,0;;;;;;;;;;;;;;;;;;4,0;;;;
2917359;Jaborandi;29;BA;;1,0;6,0;;6;1,0;;7;7;;7;;7;;7;;6;1,0;;7,0;7;;;7;7;;1918;143;2,0;17;;;;;;;;;12;13,0;15;25;23;32,0;35,0;34,0;29;29,0;30,0;29,0;;;;;;;;;;;;;;;;;;;;;;
2413003;São Vicente;24;RN;;2,0;5,0;;6;1,0;;7;7;;7;;7;;7;;7;;;7,0;7;;;7;7;;1131;54;4,0;7;;;;;;;;;2;3,0;2;3;4;19,0;17,0;19,0;21;7,0;8,0;8,0;;;10,0;12,0;11,0;;;;;;;;;;;;;;;;;
2800100;Amparo de São Francisco;28;SE;;1,0;6,0;;4;3,0;;7;7;;7;;7;;7;;7;;;7,0;7;;;7;7;;628;36;5,0;4;;;;;;;;;2;2,0;4;3;1;7,0;7,0;7,0;7;8,0;8,0;8,0;;;;;;;;;;;;;;;;;;2,0;4,0;;;
2513968;São Domingos de Pombal;25;PB;;1,0;6,0;;6;1,0;;7;7;;7;;7;;7;;5;2,0;5,0;2,0;7;;;7;7;;636;46;2,0;3;;;;;;;;;1;1,0;1;1;2;8,0;10,0;9,0;9;;;;;;10,0;10,0;10,0;;;;;;;;;;;;2,0;6,0;6,0;;;
2403400;Equador;24;RN;;2,0;5,0;;6;1,0;;7;7;;7;;7;;7;;7;;1,0;6,0;7;;;7;7;;1510;62;8,0;8;;;;;;;;;4;3,0;3;3;4;16,0;15,0;15,0;16;11,0;12,0;10,0;;;;;;;;;;;;;;;;;1,0;6,0;;;;
2312502;São João do Jaguaribe;23;CE;;1,0;5,0;1,0;2;5,0;;7;7;;7;;7;;7;;7;;;7,0;7;;;7;7;;1337;84;9,0;13;;;;;;;;;7;6,0;6;5;7;20,0;19,0;18,0;17;11,0;10,0;11,0;;;;;;;;;;;;;;;2,0;;3,0;2,0;4,0;;;
2401651;Bodó;24;RN;;1,0;6,0;;6;1,0;;7;7;;7;;7;;6;1,0;7;;2,0;5,0;7;;;7;7;;891;48;2,0;6;;;;;;;;;2;1,0;1;3;2;14,0;14,0;14,0;14;4,0;4,0;3,0;;;;;;;;;;;;;;;;;5,0;4,0;;;;
2306207;Itaiçaba;23;CE;;1,0;6,0;;5;2,0;;7;7;;7;;7;;7;;7;;;7,0;7;;;7;7;;2124;77;9,0;11;;;;;;;;;13;11,0;11;13;10;13,0;12,0;13,0;10;13,0;12,0;13,0;;;;;;;;;;;;;;;;;;10,0;4,0;;;
2406155;Jundiá;24;RN;;1,0;6,0;;2;5,0;;7;7;;7;;7;;7;;7;;;7,0;7;;;7;7;;837;58;5,0;9;;;;;;;;;3;2,0;1;2;10;16,0;18,0;18,0;18;4,0;4,0;4,0;;;;;;;;;;;;;;;;;1,0;9,0;4,0;;;
2211407;Várzea Grande;22;PI;;1,0;6,0;;3;4,0;;7;7;;7;;7;;6;1,0;7;;2,0;5,0;7;;;7;7;;975;71;8,0;15;;;;;;;;;10;10,0;13;15;14;17,0;15,0;17,0;12;8,0;9,0;9,0;;;;;;;;;;;;1,0;;;;;5,0;12,0;7,0;;;
2202851;Coronel José Dias;22;PI;;1,0;6,0;;3;4,0;;7;7;;7;;7;;7;;5;2,0;4,0;3,0;7;;;7;7;;1129;56;4,0;3;;;;;;;;;5;4,0;4;4;6;15,0;17,0;14,0;15;17,0;18,0;18,0;;;;;;;;;;;;1,0;;;;;6,0;9,0;18,0;;;
2803807;Malhada dos Bois;28;SE;;1,0;6,0;;3;4,0;;7;7;;7;;7;;7;;7;;;7,0;7;;;7;7;;1061;74;6,0;8;;;;;;;;;5;4,0;7;9;7;20,0;24,0;21,0;20;10,0;13,0;13,0;;;;;;;;;;;;;;;;;2,0;5,0;5,0;;;
2413557;Serrinha dos Pintos;24;RN;;2,0;5,0;;4;3,0;;7;7;;7;;7;;7;;7;;1,0;6,0;7;;;7;7;;1061;52;2,0;5;;;;;;;;;3;2,0;2;4;3;12,0;13,0;12,0;8;10,0;9,0;9,0;;;;;;;;;;;;;;;;;1,0;6,0;;;;
2911253;Gavião;29;BA;;1,0;6,0;;3;4,0;;7;7;;7;;7;;7;;7;;2,0;5,0;7;;;7;7;;867;64;6,0;4;;;;;;;;;2;4,0;11;12;11;17,0;20,0;17,0;18;4,0;4,0;4,0;;;;;;;;;;;;;;;;;5,0;6,0;3,0;;3,0;
2300606;Altaneira;23;CE;;1,0;6,0;;5;2,0;;7;7;;7;;7;;7;;7;;;7,0;7;;;7;7;;1951;109;16,0;17;;;;;;;;;9;4,0;8;17;6;17,0;20,0;19,0;16;9,0;9,0;9,0;;;;;;;;;;;;;;;4,0;;1,0;3,0;;;;
